"id","clave","nombre","numeroLatitud","numeroLongitud","numeroAltitud","claveCarta","entidades_id","municipios_id","created_at","updated_at","deleted_at"
"12054","2938","Belén","165514.988","914738.004","580","E15D54","7","59",,,
"12055","2939","Buen Samaritano","163154.984","910718.984","657","E15D66","7","59",,,
"12056","2940","Buenavista Agua Escondida","164850.004","920817.988","1291","E15D53","7","59",,,
"12057","2942","Capernaum","165447.988","915003.012","721","E15D54","7","59",,,
"12058","2943","Cascajal","165224.996","920300","860","E15D53","7","59",,,
"12059","2944","Chapayal","165443.992","913830.984","639","E15D55","7","59",,,
"12060","2945","Ciprés","164926.004","920817.988","1304","E15D53","7","59",,,
"12061","2946","Cocoyambo","165540.008","920522.992","898","E15D53","7","59",,,
"12062","2947","Corozal","163222.992","911014.016","527","E15D66","7","59",,,
"12063","2948","Cuatro Hermanos","165343.008","913638.016","640","E15D55","7","59",,,
"12064","2949","Culush","165223.016","920906.984","1674","E15D53","7","59",,,
"12065","2950","Dos Ríos Jatate","165254.984","920244.016","838","E15D53","7","59",,,
"12066","2951","El Aguacate","164345.012","905635.988","187","E15D67","7","59",,,
"12067","2953","El Limonal","165329.004","914914.988","996","E15D54","7","59",,,
"12068","2954","El Mirador","165344.988","920055.008","860","E15D53","7","59",,,
"12069","2955","El Naranjo","165710.008","915859.016","1304","E15D54","7","59",,,
"12070","2956","El Palmar","165321.984","920654","1190","E15D53","7","59",,,
"12071","2957","El Patrón","170057.996","911909.984","160","E15D46","7","59",,,
"12072","2958","El Porvenir","165335.016","920242","848","E15D53","7","59",,,
"12073","2959","El Porvenir Sereno","165902.004","914735.016","761","E15D54","7","59",,,
"12074","2960","El Portillo","164739.163","920809.692","1555","E15D53","7","59",,,
"12075","2961","El Primor","165421.996","920648.996","1009","E15D53","7","59",,,
"12076","2962","El Recuerdo","163521.984","912235.004","400","E15D65","7","59",,,
"12077","2963","El Recuerdo","165500.012","914645.984","636","E15D54","7","59",,,
"12078","2964","El Retiro","165338.004","915025.008","1102","E15D54","7","59",,,
"12079","2965","El Roble","164943.568","915550.955","882","E15D54","7","59",,,
"12080","2966","El Salvador","165139.996","920015.012","877","E15D53","7","59",,,
"12081","2967","El Zapote","165457.996","914654.984","606","E15D54","7","59",,,
"12082","2968","El Trapichito","165354.996","915935.016","859","E15D54","7","59",,,
"12083","2969","El Triunfo","165859.988","915205.016","830","E15D54","7","59",,,
"12084","2970","Esperanza Kan","165423.004","920234.008","878","E15D53","7","59",,,
"12085","2971","Esquipulas","164939","920706.996","1297","E15D53","7","59",,,
"12086","2972","Flamboyán","164948.88","915450.564","846","E15D54","7","59",,,
"12087","2975","Guadalupe Uno","165812","915504.008","760","E15D54","7","59",,,
"12088","2976","Jesús de la Buena Esperanza","165421.996","915039.984","789","E15D54","7","59",,,
"12089","2977","Jet Já","164845","921048","1253","E15D53","7","59",,,
"12090","2978","Jordán","165729.988","914624.996","620","E15D54","7","59",,,
"12091","2979","La Concordia","164744.988","921122.992","1219","E15D53","7","59",,,
"12092","2980","La Esperanza","165524.996","914738.004","580","E15D54","7","59",,,
"12093","2981","La Flor de Getzemaní","165938.004","921359.016","1163","E15D53","7","59",,,
"12094","2982","La Granja","165535.004","920522.992","868","E15D53","7","59",,,
"12095","2983","La Isla","165554.984","920553.016","869","E15D53","7","59",,,
"12096","2984","La Primavera","165218.984","914724","646","E15D54","7","59",,,
"12097","2985","La Victoria","165219.112","920603.799","1096","E15D53","7","59",,,
"12098","2987","Las Delicias","165339.012","920254.996","856","E15D53","7","59",,,
"12099","2988","Las Jacarandas","165338.004","920249.992","841","E15D53","7","59",,,
"12100","2989","Las Orquídeas","165325.008","920650.004","1177","E15D53","7","59",,,
"12101","2990","Las Palmas","162621.984","912021.984","220","E15D75","7","59",,,
"12102","2991","Las Peñas","165756.988","920639.996","1074","E15D53","7","59",,,
"12103","2992","Linda Vista","165354.996","920239.984","860","E15D53","7","59",,,
"12104","2994","Los Ángeles","165505.016","914725.008","601","E15D54","7","59",,,
"12105","2995","Los Frutales","165222.008","920242","858","E15D53","7","59",,,
"12106","2996","Los Rayos del Sol","164906.996","920730","1336","E15D53","7","59",,,
"12107","2997","Montebello","165402.988","913726.004","637","E15D55","7","59",,,
"12108","2998","Margaritas","165527.984","914730.012","587","E15D54","7","59",,,
"12109","2999","Monte Albán","165457.996","920446.992","858","E15D53","7","59",,,
"12110","3000","Montebello","165445","914650.016","624","E15D54","7","59",,,
"12111","3001","Nueva Italia","170419.992","914139.984","837","E15D44","7","59",,,
"12112","3002","Nuevo Jerusalén","165037.857","920906.373","1376","E15D53","7","59",,,
"12113","3005","San José","164524.984","913750.016","540","E15D55","7","59",,,
"12114","3006","Nueva Virgen de Guadalupe","163512.984","912210.992","414","E15D65","7","59",,,
"12115","3007","Palestina","165505.988","920436.012","860","E15D53","7","59",,,
"12116","3008","Porvenir","165500.012","915110.008","764","E15D54","7","59",,,
"12117","3009","Los Pavorreales","165200.012","920602.988","1096","E15D53","7","59",,,
"12118","3010","Rancho Alegre","162729.988","912008.016","268","E15D75","7","59",,,
"12119","3011","Rancho Alegre","163234.008","912102.016","320","E15D65","7","59",,,
"12120","3013","San Antonio","165451.012","913843.008","634","E15D55","7","59",,,
"12121","3014","San Antonio del Monte","163517.988","912245.012","409","E15D65","7","59",,,
"12122","3016","San Antono Miramar","162930.012","910740.008","429","E15D76","7","59",,,
"12123","3017","San Caralampio","162720.016","912006","260","E15D75","7","59",,,
"12124","3018","San Felipe","165530","914715","626","E15D54","7","59",,,
"12125","3019","San Francisco","165008.016","920900","1405","E15D53","7","59",,,
"12126","3021","San Gabriel","163247.004","911847.988","483","E15D66","7","59",,,
"12127","3022","San José","165506.996","913834.008","640","E15D55","7","59",,,
"12128","3023","San Luis de Cárdenas","165521","920408.004","897","E15D53","7","59",,,
"12129","3024","San Martín","163257.984","911832.004","566","E15D66","7","59",,,
"12130","3025","San Miguel (La Laguna)","165134.992","921009.984","1366","E15D53","7","59",,,
"12131","3026","San Pablo","165222.008","920247.004","858","E15D53","7","59",,,
"12132","3027","San Vicente","163508.016","912154","361","E15D65","7","59",,,
"12133","3028","Santa Cruz","165445","913733.996","640","E15D55","7","59",,,
"12134","3029","Santa Isabel","163512.984","912227.012","400","E15D65","7","59",,,
"12135","3030","Santa María","165454","915125.992","750","E15D54","7","59",,,
"12136","3032","Uvala","165432.004","920719.992","1070","E15D53","7","59",,,
"12137","3033","Veracruz","165424.012","914811.016","601","E15D54","7","59",,,
"12138","3034","Vista Hermosa","165554.984","920548.012","914","E15D53","7","59",,,
"12139","3035","Vista Hermosa","165343.008","914806.984","655","E15D54","7","59",,,
"12140","3036","XEOCH [Radio]","165230","920233","837","E15D53","7","59",,,
"12141","3037","Yut'Já Tenango","165539.201","921440.561","1357","E15D53","7","59",,,
"12142","3038","Nueva Esperanza","165255.992","915832.016","883","E15D54","7","59",,,
"12143","3039","California","165400","914542.984","580","E15D54","7","59",,,
"12144","3040","El Ixcán","160515.701","910535.762","194","E15D86","7","59",,,
"12145","3041","San Juan","164936.012","920948.996","1240","E15D53","7","59",,,
"12146","3042","El Nacimiento","164721.984","920918","1218","E15D53","7","59",,,
"12147","3043","El Rosario","165330.012","920405.016","842","E15D53","7","59",,,
"12148","3044","Lomas del Oriente","164757.012","915357.012","1007","E15D54","7","59",,,
"12149","3045","Betel","165119.008","915716.992","843","E15D54","7","59",,,
"12150","3046","San Martín Buenavista","165105.004","915939.984","867","E15D54","7","59",,,
"12151","3047","Vicente Guerrero","165004.992","920542","960","E15D53","7","59",,,
"12152","3048","San Esteban","170438.03","913921.52","816","E15D45","7","59",,,
"12153","3049","La Fortuna","165310.996","921010.011","1589","E15D53","7","59",,,
"12154","3050","Primer Valle Toniná","165319","920107","860","E15D53","7","59",,,
"12155","3051","Nuevo Jerusalén","165325","920808","1698","E15D53","7","59",,,
"12156","3052","Los Ángeles","165440","920235","910","E15D53","7","59",,,
"12157","3053","El Vergel","165540","920255","1021","E15D53","7","59",,,
"12158","3054","Agua Clara","165548","914415","640","E15D54","7","59",,,
"12159","3055","La Cabaña","165958","911751","177","E15D56","7","59",,,
"12160","3056","Las Maravillas","165847","914645","698","E15D54","7","59",,,
"12161","3057","Chihuahuita","165655.941","915158.144","714","E15D54","7","59",,,
"12162","3058","7 de Febrero","165915","914755","793","E15D54","7","59",,,
"12163","3059","Vista Alegre","165755","914505","673","E15D54","7","59",,,
"12164","3060","El Nance","165915","915235","874","E15D54","7","59",,,
"12165","3061","La Fortuna","165605","913900","620","E15D55","7","59",,,
"12166","3062","El Parral","165358","920307","866","E15D53","7","59",,,
"12167","3063","La Estrella","165303","920555","948","E15D53","7","59",,,
"12168","3064","Peña Blanca","160614","910917","220","E15D86","7","59",,,
"12169","3065","13 de Septiembre","160444","910121","162","E15D86","7","59",,,
"12170","3066","San Juan del Río Uno","165322.325","914925.692","1101","E15D54","7","59",,,
"12171","3067","El Suspiro","164600","920751","1230","E15D53","7","59",,,
"12172","3068","Las Minas","165507","920501","880","E15D53","7","59",,,
"12173","3069","Ampliación Santa Julia","165519","920333","949","E15D53","7","59",,,
"12174","3070","Maranatha","165228","920247","852","E15D53","7","59",,,
"12175","3071","Tunimal","165431","921844","978","E15D53","7","59",,,
"12176","3072","CERESO 16 (El Encino)","165252","920343","830","E15D53","7","59",,,
"12177","3073","El Corozo","164602.028","913840.073","547","E15D55","7","59",,,
"12178","3074","Nuevo Israel","165041.1","915706.6","873","E15D54","7","59",,,
"12179","3075","La Peña","165859.06","915224.67","842","E15D54","7","59",,,
"12180","3076","San Lorenzo","165420.49","915940.78","928","E15D54","7","59",,,
"12181","3077","General Zapata Bajté","165346.935","920125.464","882","E15D53","7","59",,,
"12182","3078","San Antonio","165331.01","920228.54","853","E15D53","7","59",,,
"12183","3079","Linda Vista","165757.16","914808.56","765","E15D54","7","59",,,
"12184","3080","La Florida","165610.83","914839.27","605","E15D54","7","59",,,
"12185","3081","Los Avellanos","165046.78","920618.48","1203","E15D53","7","59",,,
"12186","3082","Fracción Sajavén","165219.4","920601.92","1101","E15D53","7","59",,,
"12187","3083","San Francisco Loma Bonita","165217.565","920602.919","1087","E15D53","7","59",,,
"12188","3084","Santa Anita Puyilhá","165205.95","920607.17","1117","E15D53","7","59",,,
"12189","3086","La Ceiba","165852.03","915124.67","769","E15D54","7","59",,,
"12190","3087","Primavera","165844.05","915107.18","748","E15D54","7","59",,,
"12191","3088","San Nicolás","165636.87","915326.46","820","E15D54","7","59",,,
"12192","3089","El Cielito","164841.07","921350.46","1384","E15D53","7","59",,,
"12193","3090","El Pedregal","164521.9","920727.32","1379","E15D53","7","59",,,
"12194","3091","Ya'Al Cho","164509.11","920719.05","1271","E15D53","7","59",,,
"12195","3092","Chen'Cho","164548.7","920736.41","1261","E15D53","7","59",,,
"12196","3093","Chin'Balam","164517.62","920730.61","1282","E15D53","7","59",,,
"12197","3094","El Bambú","164514.08","920726.49","1327","E15D53","7","59",,,
"12198","3095","La Orquídea","164504.91","920746.51","1307","E15D53","7","59",,,
"12199","3096","Ya'Al Chin'Cho","164501.34","920744.48","1285","E15D53","7","59",,,
"12200","3097","Guadalupe Jahuaca","165502.44","915048","694","E15D54","7","59",,,
"12201","3098","Rancho la Herradura","165210.93","915630.05","898","E15D54","7","59",,,
"12202","3099","El Faizaz","165229.42","915731.69","866","E15D54","7","59",,,
"12203","3100","La Lucha (1768)","165309.9","915653.92","933","E15D54","7","59",,,
"12204","3101","Fracción el Retiro","165249.57","915644.34","926","E15D54","7","59",,,
"12205","3102","San Antonio","165431.98","915859.8","933","E15D54","7","59",,,
"12206","3103","Monte Sinaí","165223.46","915617.55","896","E15D54","7","59",,,
"12207","3104","San Juanito","164944.63","915859.64","941","E15D54","7","59",,,
"12208","3105","Tres Cruces","164949.01","915920.97","980","E15D54","7","59",,,
"12209","3106","Los P´nos","165004.22","915843.37","1014","E15D54","7","59",,,
"12210","3107","San José la Esperanza","164924.95","915836.02","915","E15D54","7","59",,,
"12211","3108","San Rafael los Quinichez","165230.11","915828.64","872","E15D54","7","59",,,
"12212","3109","Chatumalito","164948.22","915800.03","905","E15D54","7","59",,,
"12213","3110","Dos Potrillos","164943.98","915801.33","923","E15D54","7","59",,,
"12214","3111","La Asunción","165441.5","915025.57","723","E15D54","7","59",,,
"12215","3112","Segundo Pamanavil","165935.7","915250.05","888","E15D54","7","59",,,
"16862","0001","San Cristóbal de las Casas","164412","923818","2119","E15D62","7","78",,,
"16863","0003","El Aguaje (La Albarada)","164114.679","923525.843","2315","E15D62","7","78",,,
"16864","0006","Corazón de María","164157.984","923203.984","2340","E15D62","7","78",,,
"16865","0007","Corralito Uno","164109.633","923647.746","2398","E15D62","7","78",,,
"16866","0008","Pedernal","163955.008","922718","2234","E15D62","7","78",,,
"16867","0009","El Escalón","164223.004","923105.016","2357","E15D62","7","78",,,
"16868","0010","Fray Bartolomé","163954.718","922819.917","2380","E15D62","7","78",,,
"16869","0012","Huitepec Ocotal Sección II","164402.004","924130.984","2568","E15D61","7","78",,,
"16870","0014","Laguna Grande","163915.012","924220.016","1506","E15D61","7","78",,,
"16871","0016","Los Llanos","164009.984","922949.992","2279","E15D62","7","78",,,
"16872","0017","El Manzanillo","163902.988","923822.992","1837","E15D62","7","78",,,
"16873","0019","Matasano","163817.988","924111.004","1501","E15D61","7","78",,,
"16874","0020","Napite","163324.984","922208.004","2383","E15D62","7","78",,,
"16875","0023","San Antonio el Porvenir","163809.996","923722.008","1823","E15D62","7","78",,,
"16876","0025","Rancho Nuevo","164003.301","923339.414","2339","E15D62","7","78",,,
"16877","0030","San José Buenavista","164015.015","923835.495","2300","E15D62","7","78",,,
"16878","0036","La Sierra","164247.988","923235.016","2372","E15D62","7","78",,,
"16879","0039","Yashitinín","163916.992","922642","2342","E15D62","7","78",,,
"16880","0040","Zacualpa Ecatepec","164221.996","924144.016","2255","E15D61","7","78",,,
"16881","0048","Taza de Agua","164646.992","923549.992","2466","E15D52","7","78",,,
"16882","0049","Yaalboc","164636.984","923618","2573","E15D52","7","78",,,
"16883","0050","El Pinar","164529.17","923613.236","2350","E15D52","7","78",,,
"16884","0054","El Encajonado","164048","923748","2428","E15D62","7","78",,,
"16885","0056","Cruz Cantulam","164104.992","923815","2433","E15D62","7","78",,,
"16886","0057","San José el Carmen","164009.984","923730","2330","E15D62","7","78",,,
"16887","0058","San Isidro Ocotal","163752.808","923554.366","1902","E15D62","7","78",,,
"16888","0059","Vistahermosa (Carrizal Grande)","164030","923929.988","2233","E15D62","7","78",,,
"16889","0060","Carrizal Chiquito (Carrizalito)","164058.008","923857.984","2365","E15D62","7","78",,,
"16890","0062","La Candelaria","164436.996","923112","2383","E15D62","7","78",,,
"16891","0065","La Florecilla","164223.004","923539.984","2458","E15D62","7","78",,,
"16892","0066","Las Piedrecitas","164445.422","923513.866","2339","E15D62","7","78",,,
"16893","0067","Agua de Pajarito","164410.085","923401.288","2503","E15D62","7","78",,,
"16894","0076","La Soledad","164035.004","923109.984","2333","E15D62","7","78",,,
"16895","0077","Guadalupe Shuncalá","163858.535","922503.052","2300","E15D62","7","78",,,
"16896","0078","Mitzitón","163847.94","923236.208","2394","E15D62","7","78",,,
"16897","0081","Las Tunas","163705.016","923553.016","1817","E15D62","7","78",,,
"16898","0082","San Antonio de los Baños","164120.004","923712","2303","E15D62","7","78",,,
"16899","0083","Pozo Colorado","164014.652","924026.61","1941","E15D61","7","78",,,
"16900","0084","El Pinabetal (Los Pocitos)","164035.004","923709.984","2452","E15D62","7","78",,,
"16901","0085","Santa Lucía","164115","923804.992","2493","E15D62","7","78",,,
"16902","0086","San Pedro la Tejería","163808.016","923647.016","1855","E15D62","7","78",,,
"16903","0094","Santa Cruz las Piletas","163750.016","924121.984","1496","E15D61","7","78",,,
"16904","0095","La Lagunita","164057","924154.996","1971","E15D61","7","78",,,
"16905","0100","El Bosque","163521.012","922138.016","2359","E15D62","7","78",,,
"16906","0109","Río Arcotete","164354.984","923524","2360","E15D62","7","78",,,
"16907","0110","El Ciprés","164255.008","923408.004","2335","E15D62","7","78",,,
"16908","0114","Peña María el Porvenir","164139.984","923822.992","2405","E15D62","7","78",,,
"16909","0117","San Antonio las Rosas","164359.14","923217.942","2358","E15D62","7","78",,,
"16910","0119","La Selva Natividad","164528.008","924121.012","2459","E15D51","7","78",,,
"16911","0121","Buenavista","164001.992","922554.984","2216","E15D62","7","78",,,
"16912","0122","Dos Lagunas (La Soledad Fracción Dos)","163924.984","923114.988","2470","E15D62","7","78",,,
"16913","0123","San Mateo Shuncalá","163906.984","922545.012","2298","E15D62","7","78",,,
"16914","0124","San Luis Chupactic","164450.316","923523.819","2312","E15D62","7","78",,,
"16915","0125","El Carmen Arcotete","164354.984","923454.012","2261","E15D62","7","78",,,
"16916","0127","Vistahermosa Huitepec","164411.004","924021","2252","E15D61","7","78",,,
"16917","0128","El Duraznal","164040.008","924120.004","1935","E15D61","7","78",,,
"16918","0130","San Juan Bautista","164010.992","923812.012","2319","E15D62","7","78",,,
"16919","0131","San Antonio Buenavista","164023.965","923850.401","2302","E15D62","7","78",,,
"16920","0135","Agua de Tigre","163530.012","923844.988","1003","E15D62","7","78",,,
"16921","0138","Tzemeni","163846.612","924006.191","1599","E15D61","7","78",,,
"16922","0142","San José la Libertad","164135.016","923114.988","2320","E15D62","7","78",,,
"16923","0143","Grutas de San Cristóbal","164008.004","923502.004","2285","E15D62","7","78",,,
"16924","0144","Biológica de Pronatura [Estación]","164541.484","924007.576","2198","E15D51","7","78",,,
"16925","0145","San Antonio del Monte","164537.918","923911.926","2251","E15D52","7","78",,,
"16926","0146","San Isidro las Huertas","164115","923202.004","2359","E15D62","7","78",,,
"16927","0151","Guadalupe el Túnel","164031.002","924014.417","2100","E15D61","7","78",,,
"16928","0152","Las Palmas Huitepec 3ra. Sección","164330.6","924119.843","2420","E15D61","7","78",,,
"16929","0153","Nuevo San Juan","164036.984","924103.012","1994","E15D61","7","78",,,
"16930","0154","San Joaquín Reforma","163947.988","923905.004","2018","E15D62","7","78",,,
"16931","0155","Huitepec Ocotal Sección I","164345.161","924042.862","2318","E15D61","7","78",,,
"16932","0157","Campo Grande","163455.992","923458.008","1719","E15D62","7","78",,,
"16933","0158","Las Flores","164349.008","924144.988","2427","E15D61","7","78",,,
"16934","0159","La Fortuna","164036.984","924050.988","1995","E15D61","7","78",,,
"16935","0160","San José el Horizonte (La Garrapata)","163818.27","924110.54","1527","E15D61","7","78",,,
"16936","0161","La Mesilla","164247.988","923600","2364","E15D62","7","78",,,
"16937","0163","Apazotal","163834.008","924037.992","1529","E15D61","7","78",,,
"16938","0164","Piedra Parada","163952.992","924207.992","1623","E15D61","7","78",,,
"16939","0166","Corralito Dos Pazotal","164045.012","923628.008","2453","E15D62","7","78",,,
"16940","0167","El Paraíso","164045.012","924050.016","2064","E15D61","7","78",,,
"16941","0168","San Antonio la Lagunita","164046.992","924059.016","2061","E15D61","7","78",,,
"16942","0169","San Isidro Corral de Piedra","164206.012","923624.012","2140","E15D62","7","78",,,
"16943","0172","Molino los Arcos","164444.118","923634.436","2150","E15D62","7","78",,,
"16944","0173","El Monte de Sión","164048.2","923206.429","2380","E15D62","7","78",,,
"16945","0174","Las Peras","164322.859","923707.432","2252","E15D62","7","78",,,
"16946","0175","Unidad Habitacional 31 ZM","164005.016","923406.996","2326","E15D62","7","78",,,
"16947","0176","Jabaltojtic","164623.016","923157","2400","E15D52","7","78",,,
"16948","0177","Huitepec Santa Anita","164340.881","924052.607","2365","E15D61","7","78",,,
"16949","0178","Taza de Agua Uno","164708.988","923547.004","2611","E15D52","7","78",,,
"16950","0179","Tontic","164454.996","923512.984","2375","E15D62","7","78",,,
"16951","0180","Santa Catarina","163942.984","924009.012","1863","E15D61","7","78",,,
"16952","0181","Santa Rosa","164030","923834.008","2304","E15D62","7","78",,,
"16953","0182","Selva Natividad Dos","164537.008","924059.988","2241","E15D51","7","78",,,
"16954","0184","San José Buenavista","164341.016","923652.992","2279","E15D62","7","78",,,
"16955","0185","El Alcanfor","164345.012","923333.012","2460","E15D62","7","78",,,
"16956","0186","Villa Hermosa","163911.988","923843.008","1894","E15D62","7","78",,,
"16957","0187","El Paisaje","164027.012","923843.008","2302","E15D62","7","78",,,
"16958","0188","El Guayabal","164014.016","924212.996","1734","E15D61","7","78",,,
"16959","0189","Huitepec los Alcanfores","164441.06","924032.46","2221","E15D61","7","78",,,
"16960","0190","Predio Santiago","164224.984","923409.984","2344","E15D62","7","78",,,
"16961","0191","San Antonio el Progreso","163915.012","924055.992","1661","E15D61","7","78",,,
"16962","0192","Nuevo Corral Che'N el Ángel","164152.008","923256.004","2337","E15D62","7","78",,,
"16963","0193","San José de los Baños","164145.03","923723.389","2260","E15D62","7","78",,,
"16964","0194","Hermosillo","164530","923913","2213","E15D52","7","78",,,
"16965","0195","La Soledad los Ceresos Sección Dos","164052.027","923217.373","2389","E15D62","7","78",,,
"16966","0196","Los Ángeles","164020.074","923928.802","2208","E15D62","7","78",,,
"16967","0197","La Lagunita II","164143.7","924155.9","2121","E15D61","7","78",,,
"21211","0001","Tuxtla Gutiérrez","164511","930656","522","E15C59","7","101",,,
"21212","0037","Copoya","164250","930710","840","E15C69","7","101",,,
"21213","0045","El Jobo","164210","930608","880","E15C69","7","101",,,
"21214","0066","El Sabino","164124","930248.012","660","E15C69","7","101",,,
"21215","0077","Santa Rita","164219.008","930257.984","673","E15C69","7","101",,,
"21216","0086","Emiliano Zapata (Agua Fría)","164055.992","931312","881","E15C69","7","101",,,
"21217","0195","La Cruz del Mojón","164111.41","930607.829","856","E15C69","7","101",,,
"21218","0201","San Isidro","164107.008","930615.012","840","E15C69","7","101",,,
"21219","0204","Santo Tomás","164021","930602.016","820","E15C69","7","101",,,
"21220","0211","Las Murallas","164100.996","931346.992","880","E15C69","7","101",,,
"21221","0212","San José","164100.996","931341.988","880","E15C69","7","101",,,
"21222","0213","Chulavista","164102.004","931336.984","877","E15C69","7","101",,,
"21223","0214","El Paraíso","164102.004","931318.984","864","E15C69","7","101",,,
"21224","0215","San Fernando","164057","931323.016","859","E15C69","7","101",,,
"21225","0216","El Relicario","164100.996","931242.012","842","E15C69","7","101",,,
"21226","0219","Rizo de Oro","164054.012","931230.996","879","E15C69","7","101",,,
"21227","0221","Lacandón","163950.004","931207.992","919","E15C69","7","101",,,
"21228","0222","La Esperanza","164044.004","931259.004","890","E15C69","7","101",,,
"21229","0223","Florita","164057","931224.984","860","E15C69","7","101",,,
"21230","0224","La Providencia","164220.016","930508.988","901","E15C69","7","101",,,
"21231","0225","Piedra Santa","164139.984","930432.016","868","E15C69","7","101",,,
"21232","0227","Tres Hermanos","164142","930343.992","863","E15C69","7","101",,,
"21233","0228","El Carrizal","164215.984","930409.012","901","E15C69","7","101",,,
"21234","0230","Argelia","164144.988","930314.004","866","E15C69","7","101",,,
"21235","0231","Guadalupe","164147.004","930320.988","869","E15C69","7","101",,,
"21236","0234","Adelita","164009.984","930525.008","831","E15C69","7","101",,,
"21237","0236","San Martín","164018.984","930543.008","819","E15C69","7","101",,,
"21238","0237","El Sabinito","164100.996","930601.008","840","E15C69","7","101",,,
"21239","0238","Las Maravillas","164041.016","930601.008","830","E15C69","7","101",,,
"21240","0239","La Preciosa","164044.004","930602.016","833","E15C69","7","101",,,
"21241","0240","Tercera Fracción Cruz del Mojón","164054.012","930603.996","840","E15C69","7","101",,,
"21242","0241","Santa Cruz","164054.984","930606.012","840","E15C69","7","101",,,
"21243","0242","San Antonio","164057","930606.984","840","E15C69","7","101",,,
"21244","0243","Quinta Guadalupe","164051.996","930606.012","839","E15C69","7","101",,,
"21245","0244","Villa Acacia","164059.016","930606.012","840","E15C69","7","101",,,
"21246","0245","San Juditas","164005.016","930521.012","819","E15C69","7","101",,,
"21247","0246","Los Sabinos","164048","930614.004","847","E15C69","7","101",,,
"21248","0248","Quinta Primavera","164055.992","930611.988","840","E15C69","7","101",,,
"21249","0249","San Agustín [Unidad de Atención a la Salud Mental]","164054.012","930612.996","840","E15C69","7","101",,,
"21250","0251","Santa Fe","164019.992","930553.016","819","E15C69","7","101",,,
"21251","0252","Buenavista","164027.984","930601.008","820","E15C69","7","101",,,
"21252","0253","Los Olivos","164024.996","930557.984","820","E15C69","7","101",,,
"21253","0254","San Vicente el Alto","163951.984","930602.016","800","E15C69","7","101",,,
"21254","0255","Flamboyán","164008.004","930553.016","803","E15C69","7","101",,,
"21255","0256","Llano de la Virgen","164044.004","930609","839","E15C69","7","101",,,
"21256","0257","El Naranjito","164001.992","930524","820","E15C69","7","101",,,
"21257","0258","Juan María Hernández C","164113.992","930606.012","860","E15C69","7","101",,,
"21258","0259","Roberto Trujillo López","164115","930610.008","860","E15C69","7","101",,,
"21259","0261","Suñimatza","164041.988","930557.984","830","E15C69","7","101",,,
"21260","0265","Llano Redondo","164059.016","930600","839","E15C69","7","101",,,
"21261","0268","El Señor de Tila","164102.004","931324.996","860","E15C69","7","101",,,
"21262","0271","La Fortuna","164748.984","930704.008","749","E15C59","7","101",,,
"21263","0272","San Juan","164805.004","930745.012","698","E15C59","7","101",,,
"21264","0276","Los Crisantemos","164138.004","930620.016","860","E15C69","7","101",,,
"21265","0277","Agua Escondida","164012","930517.016","838","E15C69","7","101",,,
"21266","0281","Triturados Copoya","164256.988","930632.004","837","E15C69","7","101",,,
"21267","0285","Cabeza de Toro","164403.012","931312","660","E15C69","7","101",,,
"21268","0287","El Limón","164027.012","931234.992","903","E15C69","7","101",,,
"21269","0288","Santa Cruz","164057","931206.984","800","E15C69","7","101",,,
"21270","0292","San Luis","164054.012","931236","858","E15C69","7","101",,,
"21271","0293","San Juan","164024.996","930606.984","823","E15C69","7","101",,,
"21272","0294","Dos Hermanos","164111.004","930609","855","E15C69","7","101",,,
"21273","0295","San Gabriel","164109.996","930602.988","850","E15C69","7","101",,,
"21274","0297","San Rafael","164031.008","930307.992","731","E15C69","7","101",,,
"21275","0300","Buenavista","164203.996","930508.988","880","E15C69","7","101",,,
"21276","0301","Las Cirias","164353.004","931346.992","680","E15C69","7","101",,,
"21277","0305","El Paraíso","164236","930309","673","E15C69","7","101",,,
"21278","0306","Pomarrosa","164210.008","930527.996","881","E15C69","7","101",,,
"21279","0308","Los Sabinos","164033.996","930636","821","E15C69","7","101",,,
"21280","0309","San Antonio","163945","930938.988","494","E15C69","7","101",,,
"21281","0310","San Antonio","164009.012","930538.004","812","E15C69","7","101",,,
"21282","0311","San Antonio","163957.996","930556.004","784","E15C69","7","101",,,
"21283","0312","San Antonio (El Carrizal)","164236","930506","928","E15C69","7","101",,,
"21284","0313","San Rafael la Ciria","164332.988","931408.988","685","E15C69","7","101",,,
"21285","0314","Santa Teresa","164323.988","931358.008","705","E15C69","7","101",,,
"21286","0318","Tierra Colorada","165021.737","930736.534","1266","E15C59","7","101",,,
"21287","0320","La Zondina","163942.012","930818.996","498","E15C69","7","101",,,
"21288","0321","Zona de Tolerancia [Zona Galáctica]","164314.988","930221.984","437","E15C69","7","101",,,
"21289","0322","San Juan de las Pozas","164103.012","931313.008","868","E15C69","7","101",,,
"21290","0323","Residencial la Cabaña","164051.996","930616.992","846","E15C69","7","101",,,
"21291","0324","Santa Elena","164530.996","931411.004","799","E15C59","7","101",,,
"21292","0325","Quinta Beatriz","164009.984","930530.012","826","E15C69","7","101",,,
"21293","0326","Atalaya (Mirador los Chiapa)","164940.008","930539.984","1218","E15C59","7","101",,,
"21294","0327","El Carmen","164135.016","930705.016","860","E15C69","7","101",,,
"21295","0329","San Francisco de Asís","164104.992","931109.996","532","E15C69","7","101",,,
"21296","0330","Las Granjas","164412.984","931345.984","698","E15C69","7","101",,,
"21297","0331","El Tempisque","164133","930625.992","859","E15C69","7","101",,,
